OBJECTID;CODIGO;NOMBRE;CATEGORIA;TECNOLOGIA;FECHA_INSTALACION;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERATIVA;AREA_HIDROGRAFICA;ZONA_HIDROGRAFICA;SUBZONA_HIDROGRAFICA;CORRIENTE;altitudDEM;ID_REG;LimSup;LimSupD_PT;NThsnPol
96;47010090;SAN FRANCISCO [47010090];Pluviométrica;Convencional;15/09/1973 0:00:00;2140;1.178944444;-76.883388890000006;Putumayo;San Francisco;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo;;2142;22;362.25;117.865184060000004;T1309
97;47010180;TORRE TV SAN FCO [47010180];Pluviométrica;Convencional;15/01/1979 0:00:00;3000;1.145416667;-76.844999999999999;Putumayo;San Francisco;Area Operativa 07 - Nariño-Putumayo;Amazonas;Putumayo;Alto Río Putumayo;;2813;22;362.25;175.691468729999997;T1312
98;44045010;SAN JOSE DE FRAGUA [44045010];Climática Ordinaria;Convencional;15/10/1972 0:00:00;320;1.325138889;-75.961500000000001;Caqueta;San José Del Fragua;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Pescado;;347;23;373.75;235.863274999999987;T1285
99;44045030;MONO LA [44045030];Climática Ordinaria;Convencional;15/11/1967 0:00:00;300;1.303361111;-75.807722221999995;Caqueta;Belén De Los Andaquíes;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Pescado;;258;23;373.75;238.317130050000003;T1287
100;44045020;VALPARAISO [44045020];Climática Ordinaria;Convencional;15/11/1967 0:00:00;270;1.195250000;-75.704472220;Caqueta;Valparaíso;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Pescado;;230;23;373.75;178.346205550000008;T1286
101;44037010;MILAN [44037010];Limnimétrica;Convencional;15/05/1988 0:00:00;260;1.289250000;-75.508333329999999;Caqueta;Milán;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Orteguaza;Orteguaza;224;23;373.75;180.520631299999991;T1282
102;44030080;MILAN [44030080];Pluviométrica;Convencional;15/05/2000 0:00:00;260;1.29;-75.510000000000005;Caqueta;Milán;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Orteguaza;;218;23;373.75;180.520631299999991;T1282
103;44050010;SAN ANTONIO GETUCH [44050010];Pluviométrica;Convencional;15/08/1984 0:00:00;250;1.099611111;-75.400333329999995;Caqueta;Milán;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Orteguaza;;209;23;373.75;189.343663600000014;T1288
104;42057010;YURUPARI [42057010];Limnimétrica;Convencional;15/03/1984 0:00:00;200;0.85;-71.010000000000005;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;Vaupes;203;26;287.5;229.373980249999988;T1264
105;42040010;YURUPARI [42040010];Pluviométrica;Convencional;15/03/1984 0:00:00;200;0.87;-71.040000000000006;Vaupes;Carurú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;;225;26;287.5;229.373980249999988;T1264
106;42077030;PITUNA [42077030];Limnimétrica;Convencional;15/04/1984 0:00:00;185;1.3;-70.329999999999998;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;Cudayari;189;26;287.5;160.943047400000012;T1268
107;42057020;MANDI [42057020];Limnimétrica;Convencional;15/04/1984 0:00:00;190;1.1;-70.739999999999995;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;Vaupes;212;26;287.5;183.772208000000006;T1265
108;42067010;LOS CERROS [42067010];Limnimétrica;Convencional;15/03/1984 0:00:00;195;0.9;-70.769999999999996;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;Vaupes;211;26;287.5;274.884939299999985;T1266
109;42077010;SAN ANTONIO [42077010];Limnimétrica;Convencional;15/04/1984 0:00:00;185;1.23;-70.730000000000004;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;Vaupes;208;26;287.5;155.236122950000009;T1267
110;42050020;MANDI [42050020];Pluviométrica;Convencional;15/04/1984 0:00:00;190;1.1;-70.730000000000004;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;;203;26;287.5;183.772208000000006;T1265
111;42060010;LOS CERROS [42060010];Pluviométrica;Convencional;15/03/1984 0:00:00;195;0.91;-70.780000000000001;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;;207;26;287.5;274.884939299999985;T1266
112;42070010;SAN ANTONIO [42070010];Pluviométrica;Convencional;15/04/1984 0:00:00;185;1.21;-70.709999999999994;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;;181;26;287.5;155.236122950000009;T1267
113;42075010;MITU [42075010];Climática Principal;Convencional;15/03/1985 0:00:00;180;1.26;-70.239999999999995;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;;171;26;287.5;160.943047400000012;T1268
114;42070020;PITUNA [42070020];Pluviométrica;Convencional;15/04/1984 0:00:00;185;1.31;-70.290000000000006;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;;182;26;287.5;160.943047400000012;T1268
115;42070030;VILLAFATIMA [42070030];Pluviométrica;Convencional;15/04/1984 0:00:00;175;0.993722222;-69.910694440;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;;162;26;287.5;167.788827199999986;T1269
116;42080020;QUERARI [42080020];Pluviométrica;Convencional;15/04/1984 0:00:00;172;1.073944444;-69.843944440000001;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Bajo Vaupés;;0;26;287.5;167.841281000000009;T1271
117;42080010;PUERTO TOLIMA [42080010];Pluviométrica;Convencional;15/04/1984 0:00:00;175;1.198250000;-69.910861109999999;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;Amazonas;Vaupes;Río Querary;;178;26;287.5;183.922104520000005;T1270
118;51027060;SAN JUAN MIRA - AUT [51027060];Limnigráfica;Automática con Telemetría. Convencional;15/12/1980 0:00:00;2;1.423888889;-78.670277780000006;Nariño;Tumaco;Area Operativa 07 - Nariño-Putumayo;Pacifico;Mira;Río Mira;Mira;28;20;325.449999999999989;207.893603014999997;T1332
119;51039010;TUMACO - AUT [51039010];Meteorologica Marina;Automática con Telemetría. Convencional;15/09/1951 0:00:00;0;1.819305556;-78.730277779999994;Nariño;Tumaco;Area Operativa 07 - Nariño-Putumayo;Pacifico;Mira;Río Rosario;Pacifico;0;;;187.110347499999989;T1335
120;51020040;MATAJE [51020040];Pluviométrica;Convencional;15/08/1983 0:00:00;100;1.362166667;-78.715916669999999;Nariño;Tumaco;Area Operativa 07 - Nariño-Putumayo;Pacifico;Mira;Río Mira;;11;20;325.449999999999989;207.893603014999997;T1332
121;51030020;COCO EL [51030020];Pluviométrica;Convencional;15/08/1983 0:00:00;20;1.633722222;-78.629861109999993;Nariño;Tumaco;Area Operativa 07 - Nariño-Putumayo;Pacifico;Mira;Río Rosario;;9;20;325.449999999999989;187.110347499999989;T1335
122;51020010;JUNIN [51020010];Pluviométrica;Convencional;15/05/1963 0:00:00;950;1.340277778;-78.122333330000004;Nariño;Barbacoas;Area Operativa 07 - Nariño-Putumayo;Pacifico;Mira;Río Mira;;1080;21;253;253.708220600000004;T1331
123;52065020;BARBACOAS [52065020];Pluviométrica;Convencional;15/09/1972 0:00:00;32;1.67;-78.140000000000001;Nariño;Barbacoas;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Telembí;;44;20;325.449999999999989;249.427834464999989;T1383
124;52070010;MAGUI [52070010];Pluviométrica;Convencional;15/09/1983 0:00:00;100;1.765000000;-78.183888890000006;Nariño;Magüí (Payán);Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Patia Medio;;45;20;325.449999999999989;274.655530399999975;T1384
125;51020050;GUAYACANA LA [51020050];Pluviométrica;Convencional;15/08/1983 0:00:00;100;1.414611111;-78.437388889999994;Nariño;Tumaco;Area Operativa 07 - Nariño-Putumayo;Pacifico;Mira;Río Rosario;;245;20;325.449999999999989;264.929310984999972;T1333
126;52055060;TANAMA [52055060];Climática Ordinaria;Convencional;15/06/1972 0:00:00;1500;1.373555556;-77.583055560000005;Nariño;Samaniego;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara;;1582;21;253;111.215384959999994;T1376
127;52077020;LOS NORTES - AUT [52077020];Limnigráfica;Automática con Telemetría. Convencional;15/09/1984 0:00:00;340;1.741111111;-77.531111109999998;Nariño;Cumbitara;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Patia Medio;Patia;296;21;253;133.358324000000010;T1385
128;52057060;YUNGUILLA [52057060];Limnigráfica;Convencional;15/06/1980 0:00:00;1450;1.353333333;-77.583500000000001;Nariño;Samaniego;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara;Pacual;1359;21;253;159.363570470000013;T1364
129;52060040;VERGEL EL [52060040];Pluviométrica;Convencional;15/09/1983 0:00:00;1770;1.529166667;-77.641694439999995;Nariño;La Llanada;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Telembí;;1766;21;253;151.200459919999986;T1381
130;52050140;VIVERO LINARES [52050140];Pluviométrica;Convencional;15/04/1980 0:00:00;1480;1.348055556;-77.526111110000002;Nariño;Linares;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara;;1500;21;253;111.484243000000006;T1374
131;52070030;LLANO VERDE [52070030];Pluviométrica;Convencional;15/04/1987 0:00:00;340;1.739722222;-77.527777779999994;Nariño;Policarpa;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Patia Medio;;302;21;253;133.358324000000010;T1385
132;52050020;SAMANIEGO [52050020];Pluviométrica;Convencional;15/01/1958 0:00:00;1700;1.341444444;-77.591416670000001;Nariño;Samaniego;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara;;1475;21;253;159.363570470000013;T1364
133;52050030;SAMANIEGO [52050030];Pluviométrica;Convencional;15/01/1958 0:00:00;1700;1.341444444;-77.591416670000001;Nariño;Samaniego;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara;;1475;21;253;159.363570470000013;T1364
134;52060050;SANDE EL [52060050];Pluviométrica;Convencional;15/09/1984 0:00:00;840;1.404722222;-77.775833329999998;Nariño;Santa Cruz (Guachavés);Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Telembí;;898;21;253;181.882185759999999;T1382
135;52025010;BOLIVAR [52025010];Climática Ordinaria;Convencional;15/06/1971 0:00:00;1510;1.829944444;-77.004027780000001;Cauca;Bolívar;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guachicono;;1371;21;253;169.793532269999986;T1346
136;52045030;SAN BERNARDO [52045030];Climática Ordinaria;Convencional;15/09/1972 0:00:00;2190;1.538722222;-77.032611110000005;Nariño;San Bernardo;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú;;2133;21;253;103.462374874999995;T1361
137;52045040;TAMINANGO [52045040];Climática Ordinaria;Convencional;15/10/1972 0:00:00;1875;1.549166667;-77.267499999999998;Nariño;Taminango;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú;;1833;21;253;123.381965554999994;T1362
138;52037010;CANADA LA [52037010];Limnigráfica;Convencional;15/07/1960 0:00:00;1750;1.665666667;-77.014722219999996;Nariño;Colón (Génova);Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Mayo;Mayo;1664;21;253;143.093591155000013;T1351
139;52047040;PROVIDENCIA [52047040];Limnigráfica;Convencional;15/07/1988 0:00:00;1250;1.431944444;-77.300555560000006;Nariño;Chachaguí;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú;Pasto;1097;21;253;101.934869204999998;T1360
140;52057050;SAN PEDRO  - AUT [52057050];Limnigráfica;Automática con Telemetría. Convencional;15/02/1980 0:00:00;850;1.383000000;-77.482277780000004;Nariño;Linares;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guáitara;Guaitara;756;21;253;111.484243000000006;T1374
141;52017010;PUENTE GUASCAS [52017010];Limnimétrica;Convencional;15/09/1965 0:00:00;450;1.594277778;-77.429361110000002;Nariño;Policarpa;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Patia Alto;Patia;438;21;253;104.466612949999998;T1341
142;52020050;RODEO EL [52020050];Pluviométrica;Convencional;15/02/1967 0:00:00;1400;1.880166667;-76.991611109999994;Cauca;Bolívar;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guachicono;;1246;21;253;139.083189599999997;T1344
143;52040160;BERRUECOS [52040160];Pluviométrica;Convencional;15/03/1980 0:00:00;2200;1.505277778;-77.135305560000006;Nariño;Arboleda (Berruecos);Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú;;2191;21;253;120.482766334999994;T1358
144;52040040;BUESACO [52040040];Pluviométrica;Convencional;15/08/1958 0:00:00;220;1.404166667;-77.149722220000001;Nariño;Buesaco;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú;;2001;21;253;138.594439714999993;T1354
145;52030060;HIDROMAYO CAMP [52030060];Pluviométrica;Convencional;15/01/1958 0:00:00;1820;1.665638889;-77.014972220000004;Nariño;Colón (Génova);Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Mayo;;1670;21;253;143.093591155000013;T1351
146;52080010;PISANDA [52080010];Pluviométrica;Convencional;15/04/1966 0:00:00;350;1.651388889;-77.505555560000005;Nariño;Cumbitara;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Patia Medio;;826;21;253;143.586088775000007;T1386
147;52050010;PENOL EL [52050010];Pluviométrica;Convencional;15/09/1965 0:00:00;1620;1.454444444;-77.439444440000003;Nariño;El Peñol;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú;;1588;21;253;117.051456939999994;T1363
148;52010030;ROSARIO EL [52010030];Pluviométrica;Convencional;15/04/1990 0:00:00;1700;1.739444444;-77.337500000000006;Nariño;El Rosario;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Patia Alto;;1611;21;253;124.072005000000004;T1555
149;52030030;UNION LA [52030030];Pluviométrica;Convencional;15/01/1959 0:00:00;1745;1.583055556;-77.132666670000006;Nariño;La Unión;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Mayo;;1926;21;253;130.288325859999986;T1350
150;52010140;GUASCA LA [52010140];Pluviométrica;Convencional;15/05/1970 0:00:00;500;1.594444444;-77.429444439999997;Nariño;Policarpa;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Patia Alto;;438;21;253;104.466612949999998;T1341
151;52045020;AEROPUERTO ANTONIO NARINO [52045020];Sinóptica Principal;Convencional;15/11/1957 0:00:00;1796;1.394083333;-77.290861109999994;Nariño;Chachaguí;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Juananbú;;1798;21;253;101.934869204999998;T1360
152;52025020;MILAGROS LOS [52025020];Climática Ordinaria;Convencional;15/08/1972 0:00:00;2300;1.753333333;-76.891666670000006;Cauca;Bolívar;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guachicono;;2208;21;253;106.122970254999998;T1347
153;44017060;PAPAS [44017060];Limnigráfica;Convencional;15/12/1980 0:00:00;2745;1.884444444;-76.692777780;Cauca;San Sebastián;Area Operativa 07 - Nariño-Putumayo;Amazonas;Caquetá;Alto Caqueta;Caqueta;2885;22;362.25;74.432211989999999;T1279
154;44017090;CURIACO [44017090];Limnigráfica;Convencional;15/12/1980 0:00:00;1920;1.705000000;-76.624444440000005;Cauca;Santa Rosa;Area Operativa 07 - Nariño-Putumayo;Amazonas;Caquetá;Alto Caqueta;Caqueta;1909;22;362.25;100.040499389999994;T1276
155;44010100;SANTA ROSA [44010100];Pluviográfica;Convencional;15/02/1983 0:00:00;1510;1.694833333;-76.571222219999996;Cauca;Santa Rosa;Area Operativa 07 - Nariño-Putumayo;Amazonas;Caquetá;Alto Caqueta;;1680;22;362.25;100.040499389999994;T1276
156;52020070;SANTIAGO [52020070];Pluviométrica;Convencional;15/03/1971 0:00:00;2180;1.814166667;-76.782888889999995;Cauca;San Sebastián;Area Operativa 07 - Nariño-Putumayo;Pacifico;Patía;Río Guachicono;;2426;21;253;104.155482405000001;T1345
157;44010130;VILLALOBOS [44010130];Pluviométrica;Convencional;15/07/1997 0:00:00;841;1.428333333;-76.478861109999997;Cauca;Santa Rosa;Area Operativa 07 - Nariño-Putumayo;Amazonas;Caquetá;Alto Caqueta;;959;22;362.25;148.238467250000014;T1275
158;44010140;CRISTALINA LA [44010140];Pluviométrica;Convencional;15/07/1997 0:00:00;1155;1.576527778;-76.535611110000005;Cauca;Santa Rosa;Area Operativa 07 - Nariño-Putumayo;Amazonas;Caquetá;Alto Caqueta;;1304;22;362.25;100.040499389999994;T1276
159;52030090;CRUZ LA [52030090];Pluviométrica;Convencional;15/03/1971 0:00:00;2248;1.595277778;-76.834166670000002;Nariño;La Cruz;Area Operativa 07 - Nariño-Putumayo;Amazonas;Caquetá;Alto Caqueta;;3491;22;362.25;137.677440065000013;T1352
160;21015020;SEVILLA [21015020];Climática Ordinaria;Convencional;15/06/1971 0:00:00;1320;1.824833333;-76.130277780;Huila;Pitalito;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;;1313;22;362.25;89.640682080000005;T213
161;21017050;PITALITO 2 [21017050];Limnimétrica;Convencional;15/05/1972 0:00:00;1250;1.848833333;-76.052444440000002;Huila;Pitalito;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;Guarapas;1252;22;362.25;164.148504500000001;T201
162;21017020;SAN AGUSTIN [21017020];Limnimétrica;Convencional;15/04/1971 0:00:00;1233;1.870277778;-76.231611110000003;Huila;San Agustín;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;Sombrerillos;1284;22;362.25;114.838149000000001;T207
163;44040020;BELEN DE ANDAQUIES [44040020];Pluviométrica;Convencional;15/03/1990 0:00:00;300;1.419527778;-75.870722220000005;Caqueta;Belén De Los Andaquíes;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Pescado;;307;23;373.75;155.224198599999994;T1550
164;21030060;SAN ADOLFO [21030060];Pluviométrica;Convencional;15/05/1964 0:00:00;1345;1.714277778;-76.022083330000001;Huila;Acevedo;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Suaza;;1330;22;362.25;191.444215649999990;T218
165;21030080;ACEVEDO [21030080];Pluviométrica;Convencional;15/03/1971 0:00:00;1350;1.813611111;-75.942222220000005;Huila;Acevedo;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Orteguaza;;1443;22;362.25;154.835453749999999;T219
166;21010100;PALESTINA [21010100];Pluviométrica;Convencional;15/03/1971 0:00:00;1530;1.724833333;-76.133333329999999;Huila;Palestina;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;;1534;22;362.25;137.868541200000010;T200
167;21010180;TABOR EL [21010180];Pluviométrica;Convencional;15/06/1980 0:00:00;1700;1.695277778;-76.155222219999999;Huila;Palestina;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;;1679;22;362.25;173.725938180000014;T206
168;21010110;INSFOPAL [21010110];Pluviométrica;Convencional;15/03/1971 0:00:00;1265;1.844916667;-76.074416670000005;Huila;Pitalito;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;;1315;22;362.25;164.148504500000001;T201
169;21010210;MONTECRISTO [21010210];Pluviométrica;Convencional;15/05/1980 0:00:00;1674;1.713805556;-76.188916669999998;Huila;Pitalito;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;;1702;22;362.25;156.882591749999989;T209
170;21010130;BAJO FRUTAL [21010130];Pluviométrica;Convencional;15/10/1975 0:00:00;1660;1.810388889;-76.246694439999999;Huila;San Agustín;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;;1653;22;362.25;154.897965449999987;T202
171;21010140;CANDELA LA [21010140];Pluviométrica;Convencional;15/11/1975 0:00:00;1940;1.864388889;-76.360833330000006;Huila;San Agustín;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;;2042;22;362.25;172.980930000000001;T203
172;21010190;ALTO DEL OBISPO [21010190];Pluviométrica;Convencional;15/06/1980 0:00:00;1700;1.848944444;-76.249722219999995;Huila;San Agustín;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;;1757;22;362.25;114.838149000000001;T207
173;21010200;SULCHOMISCO [21010200];Pluviométrica;Convencional;15/05/1980 0:00:00;1800;1.850305556;-76.317555560000002;Huila;San Agustín;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;;1890;22;362.25;108.083682650;T208
174;21015030;PARQUE ARQUEOLOGICO - AUT [21015030];Pluviométrica;Automática con Telemetría. Convencional;15/06/1971 0:00:00;1800;1.888472222;-76.294972220000005;Huila;San Agustín;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Alto Magdalena;;1754;22;362.25;105.083379800000003;T214
175;44035030;MACAGUAL [44035030];Agrometeorológica;Convencional;15/02/1971 0:00:00;280;1.5;-75.659999999999997;Caqueta;Florencia;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Orteguaza;;239;23;373.75;219.930791129999989;T1284
176;21035040;LIBANO EL [21035040];Climática Ordinaria;Automática con Telemetría. Convencional;15/12/1985 0:00:00;1045;1.87;-75.829999999999998;Huila;Suaza;Area Operativa 04 - Huila-Caquetá;Magdalena Cauca;Alto Magdalena;Río Suaza;;1040;22;362.25;138.978524880000009;T222
177;44037080;MORELIA  - AUT [44037080];Limnigráfica;Automática con Telemetría. Convencional;15/03/1971 0:00:00;253;1.497333333;-75.724972219999998;Caqueta;Morelia;Area Operativa 04 - Huila-Caquetá;Amazonas;Caquetá;Río Orteguaza;Bodoquero;250;23;373.75;219.930791129999989;T1284
