;OBJECTID;CODIGO;nombre;CATEGORIA;TECNOLOGIA;ESTADO;FECHA_INST;FECHA_SUSP;altitud;latitud;longitud;DEPARTAMENTO;MUNICIPIO;AREA_OPERA;ENTIDAD;AREA_HIDRO;ZONA_HIDRO;SUBZONA_HI;altitudDEM;ID_REG;LimSupRPH;StationRPH;LimSupThsn;NThsnPol;LimInfTemp;LimSupTemp
66;67;47010020;BALSAYACO [47010020];Pluviográfica;Convencional;Activa;15/03/1959; ;270;1.117889;-76.981278;Putumayo;Santiago;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;2073;22;362.25;47010020;100.48045282;T1306;-1.791494490358126;34.36029411764706
67;68;47010150;CARRIZAL [47010150];Pluviométrica;Convencional;Activa;15/05/1968; ;2300;1.13675;-77.037306;Putumayo;Santiago;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;2459;22;362.25;47010150;172.192191;T1311;-5.114497245179063;31.780080213903748
68;69;47010230;SANTA ISABEL [47010230];Pluviométrica;Convencional;Activa;15/05/1989; ;2719;0.990167;-77.15736099999998;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;2781;22;362.25;47015100;64.943443195;T1316;-7.886535812672176;29.627673796791445
69;70;47015080;MONOPAMBA [47015080];Climática Ordinaria;Convencional;Activa;15/08/1983; ;1776;0.804917;-77.303611;Nariño;Puerres;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;1704;22;362.25;47015080;141.88912014;T1315;1.3851584022038577;36.82687165775401
70;71;47017020;LA COCHA [47017020];Limnigráfica;Convencional;Activa;15/02/1956; ;2850;0.989722;-77.157222;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;2782;22;362.25;47015100;64.943443195;T1316;-7.895144628099173;29.620989304812838
71;72;47017070;EL EDEN - AUT [47017070];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/02/1970; ;1450;1.106306;-76.985;Putumayo;Santiago;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;2064;22;362.25;47010020;100.48045282;T1306;-1.7140151515151507;34.42045454545455
72;73;47017100;CANAL B [47017100];Limnimétrica;Convencional;Activa;15/02/1977; ;265;1.116389;-76.97888899999998;Putumayo;Santiago;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;2067;22;362.25;47010020;100.48045282;T1306;-1.7398415977961426;34.40040106951872
73;74;47017580;SINDAMANOY [47017580];Limnimétrica;Convencional;Activa;15/06/1986; ;2820;1.135222;-77.147194;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;2788;22;362.25;47015100;64.943443195;T1316;-7.946797520661157;29.580882352941178
74;75;52040060;ROSAL DEL MONTE [52040060];Pluviométrica;Convencional;Activa;15/08/1972; ;2568;1.287306;-77.17405599999998;Nariño;Buesaco;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Juananbú;2545;21;253.0;52040060;104.49051616;T1356;-5.854855371900825;31.20521390374332
75;76;52040070;NARINO [52040070];Pluviométrica;Convencional;Activa;15/07/1958; ;2590;1.282778;-77.355;Nariño;Nariño;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Juananbú;2502;21;253.0;52040070;172.0713835;T1357;-5.484676308539944;31.492647058823533
76;77;52045010;OBONUCO [52045010];Agrometeorológica;Convencional;Activa;15/05/1953; ;2710;1.198222;-77.303083;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Juananbú;2756;21;253.0;52045010;129.827502;T1359;-7.671315426997245;29.794786096256686
77;78;52045070;WILQUIPAMBA [52045070];Climática Ordinaria;Convencional;Activa;15/05/1990; ;2850;1.199998;-77.19;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Juananbú;2909;21;253.0;52045070;77.35624844999998;T1560;-8.988464187327823;28.772058823529417
78;79;52045080;UNIVERSIDAD DE NARINO  - AUT [52045080];Climática Ordinaria;Automática con Telemetría. Convencional;Activa;13/04/2004; ;2626;1.23;-77.28;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Juananbú;2530;21;253.0;52045010;129.827502;T1359;-5.725723140495867;31.305481283422463
79;80;52047010;UNIVERSIDAD [52047010];Limnigráfica;Convencional;Activa;15/08/1970; ;2500;1.234333;-77.292944;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Juananbú;2474;21;253.0;52045010;129.827502;T1359;-5.2436294765840215;31.679812834224602
80;81;52047030;BOCATOMA CENTENARIO [52047030];Limnigráfica;Convencional;Activa;15/07/1988; ;2740;1.201389;-77.24777799999998;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Juananbú;2621;21;253.0;52055210;59.25823017;T1378;-6.509125344352617;30.697192513368986
81;82;52050040;SANDONA [52050040];Pluviométrica;Convencional;Activa;15/09/1963; ;20;1.32225;-77.479194;Nariño;Sandoná;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Guáitara;1787;21;253.0;52050040;183.9042073;T1365;0.6706267217630862;36.27205882352941
82;83;52050120;PUERRES [52050120];Pluviométrica;Convencional;Activa;15/08/1971; ;2817;0.88825;-77.50291699999998;Nariño;Puerres;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Guáitara;2782;21;253.0;52050120;161.28980943;T1372;-7.895144628099173;29.620989304812838
83;84;52055030;BOMBONA [52055030];Climática Ordinaria;Convencional;Activa;15/09/1968; ;1493;1.184361;-77.46511099999998;Nariño;Consacá;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Guáitara;1580;21;253.0;52055030;79.62274987;T1375;2.452651515151516;37.655748663101605
84;85;52055200;FUNES [52055200];Climática Ordinaria;Convencional;Activa;01/09/2009; ;2181;1.004222;-77.445806;Nariño;Funes;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Guáitara;2239;21;253.0;52050090;105.768509435;T1369;-3.220557851239669;33.25066844919787
85;86;52055210;BOTANA - AUT [52055210];Climática Principal;Automática con Telemetría. Convencional;Activa;01/03/2004; ;2820;1.16;-77.278806;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Juananbú;2783;21;253.0;52055210;59.25823017;T1378;-7.9037534435261705;29.614304812834227
86;87;52057010;PILCUAN [52057010];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/10/1979; ;1780;1.021778;-77.472806;Nariño;Imués;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Guáitara;1763;21;253.0;52050090;105.768509435;T1369;0.8772382920110201;36.43248663101605
87;88;5204700100;PUENTE LOS DOLORES - AUT  [5204700100];Limnigráfica;Automática con Telemetría. Convencional;Activa;26/06/2017; ;2697;1.199806;-77.26569399999998;Nariño;Pasto;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Patía;Río Juananbú;2563;21;253.0;52045010;129.827502;T1359;-6.009814049586776;31.084893048128347
88;89;44010030;CAMPUCANA [44010030];Pluviométrica;Convencional;Activa;15/11/1977; ;1400;1.2025;-76.680833;Putumayo;Mocoa;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Alto Caqueta;1031;22;362.25;44010030;184.5418248;T1272;7.178891184573004;41.32553475935829
89;90;44010040;MINCHOY [44010040];Pluviográfica;Convencional;Activa;15/11/1977; ;2300;1.202111;-76.81708299999998;Putumayo;San Francisco;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Alto Caqueta;2020;22;362.25;44010040;118.65071157;T1273;-1.335227272727272;34.71457219251337
90;91;44010080;SANTA LUCIA [44010080];Pluviométrica;Convencional;Activa;15/04/1981; ;500;0.961556;-76.441361;Putumayo;Puerto Guzmán;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Alto Caqueta;283;23;373.75;44010080;305.6418296;T1274;13.618285123966944;46.32553475935829
91;92;44010090;CONDAGUA [44010090];Pluviométrica;Convencional;Activa;15/04/1981; ;500;1.2805;-76.58419399999998;Putumayo;Mocoa;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Alto Caqueta;670;22;362.25;44010090;148.23846725;T1275;10.286673553719009;43.73863636363637
92;93;44010110;PUERTO LIMON [44010110];Pluviométrica;Convencional;Activa;15/09/1984; ;430;1.026806;-76.541528;Putumayo;Mocoa;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Alto Caqueta;323;23;373.75;44010110;221.89348716;T1277;13.273932506887054;46.05815508021391
93;94;44010120;PATOYACO [44010120];Pluviométrica;Convencional;Activa;15/07/1997; ;1620;1.217556;-76.80216699999998;Putumayo;San Francisco;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Alto Caqueta;1684;22;362.25;44010040;118.65071157;T1273;1.5573347107438025;36.9605614973262
94;95;44015060;ACUEDUCTO MOCOA - AUT [44015060];Climática Principal;Automática con Telemetría. Convencional;Activa;29/03/2006; ;650;1.157333;-76.65183299999998;Putumayo;Mocoa;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Alto Caqueta;646;22;362.25;44015060;206.82847566;T1280;10.493285123966944;43.899064171123
95;96;44015070;EL PEPINO - AUT [44015070];Climática Principal;Automática con Telemetría. Convencional;Activa;11/11/2005; ;760;1.082889;-76.667111;Putumayo;Mocoa;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Alto Caqueta;712;22;362.25;44015070;360.8584954;T1549;9.925103305785125;43.45788770053476
96;97;44017110;ANDAQUI  - AUT [44017110];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/04/1983; ;460;1.050917;-76.548889;Putumayo;Mocoa;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Alto Caqueta;352;23;373.75;44010110;221.89348716;T1277;13.024276859504132;45.86430481283423
97;98;44017120;PIEDRA LISA II  - AUT [44017120];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/07/1997; ;723;1.213611;-76.661028;Putumayo;Mocoa;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Alto Caqueta;738;22;362.25;44010030;184.5418248;T1272;9.701274104683197;43.284090909090914
98;99;47010050;CHUNGACASPI [47010050];Pluviométrica;Convencional;Activa;15/05/1971; ;2100;1.134056;-76.93025;Putumayo;San Francisco;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;2100;22;362.25;47010050;167.3323255;T1308;-2.0239325068870517;34.1798128342246
99;100;47010090;SAN FRANCISCO [47010090];Pluviométrica;Convencional;Activa;15/09/1973; ;2140;1.178944;-76.88338899999998;Putumayo;San Francisco;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;2142;22;362.25;47010090;117.86518406;T1309;-2.3855027548209358;33.899064171122994
100;101;47010180;TORRE TV SAN FCO [47010180];Pluviométrica;Convencional;Activa;15/01/1979; ;3000;1.145417;-76.845;Putumayo;San Francisco;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;2813;22;362.25;47010180;175.69146873;T1312;-8.162017906336088;29.41377005347594
101;102;47015040;MICHOACAN [47015040];Climática Ordinaria;Convencional;Activa;15/01/1977; ;2100;1.198278;-76.960972;Putumayo;Colón;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;2096;22;362.25;47015040;91.7421608;T1314;-1.9894972451790627;34.20655080213904
102;103;47015070;PUERTO UMBRIA [47015070];Climática Ordinaria;Convencional;Activa;15/04/1983; ;362;0.838972;-76.57044399999998;Putumayo;Villagarzón;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;318;23;373.75;47010110;236.548476395;T1310;13.31697658402204;46.091577540106954
103;104;47017150;JOYA LA [47017150];Limnigráfica;Convencional;Activa;15/06/1981; ;350;0.78875;-76.579306;Putumayo;Villagarzón;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Putumayo;Alto Río Putumayo;306;23;373.75;47010110;236.548476395;T1310;13.420282369146006;46.171791443850275
104;105;44045010;SAN JOSE DE FRAGUA [44045010];Climática Ordinaria;Convencional;Activa;15/10/1972; ;320;1.325139;-75.9615;Caqueta;San José Del Fragua;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Pescado;347;23;373.75;44045010;235.863275;T1285;13.067320936639119;45.89772727272727
105;106;44030080;MILAN [44030080];Pluviométrica;Convencional;Activa;15/05/2000; ;260;1.29;-75.51;Caqueta;Milán;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Orteguaza;218;23;373.75;44030080;180.5206313;T1282;14.177858126721764;46.76002673796792
106;107;44037010;MILAN [44037010];Limnimétrica;Convencional;Activa;15/05/1988; ;260;1.28925;-75.50833299999998;Caqueta;Milán;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Orteguaza;224;23;373.75;44030080;180.5206313;T1282;14.12620523415978;46.719919786096256
107;108;44045020;VALPARAISO [44045020];Climática Ordinaria;Convencional;Activa;15/11/1967; ;270;1.19525;-75.70447199999998;Caqueta;Valparaíso;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Pescado;230;23;373.75;44045020;178.34620555;T1286;14.074552341597798;46.6798128342246
108;109;44045030;MONO LA [44045030];Climática Ordinaria;Automática con Telemetría. Convencional;Activa;15/11/1967;04/02/2022;300;1.303361;-75.807722;Caqueta;Belén De Los Andaquíes;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Pescado;258;23;373.75;44045030;238.31713005;T1287;13.833505509641874;46.492647058823536
109;110;44050010;SAN ANTONIO GETUCH [44050010];Pluviométrica;Convencional;Activa;15/08/1984; ;250;1.099611;-75.400333;Caqueta;Milán;Area Operativa 04 - Huila-Caquetá;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Caquetá;Río Orteguaza;209;23;373.75;44050010;189.3436636;T1288;14.25533746556474;46.82018716577541
110;111;42040010;YURUPARI [42040010];Pluviométrica;Convencional;Activa;15/03/1984; ;200;0.87;-71.04;Vaupes;Carurú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;225;26;287.5;42040010;229.37398025;T1264;14.117596418732784;46.71323529411765
111;112;42057010;YURUPARI [42057010];Limnimétrica;Convencional;Activa;15/03/1984; ;200;0.85;-71.01;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;203;26;287.5;42040010;229.37398025;T1264;14.306990358126724;46.860294117647065
112;113;42050020;MANDI [42050020];Pluviométrica;Convencional;Activa;15/04/1984; ;190;1.1;-70.73;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;203;26;287.5;42050020;183.772208;T1265;14.306990358126724;46.860294117647065
113;114;42057020;MANDI [42057020];Limnimétrica;Convencional;Activa;15/04/1984; ;190;1.1;-70.74;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;212;26;287.5;42050020;183.772208;T1265;14.229511019283747;46.800133689839576
114;115;42060010;LOS CERROS [42060010];Pluviométrica;Convencional;Activa;15/03/1984; ;195;0.91;-70.78;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;207;26;287.5;42060010;274.8849393;T1266;14.272555096418733;46.83355614973262
115;116;42067010;LOS CERROS [42067010];Limnimétrica;Convencional;Activa;15/03/1984; ;195;0.9;-70.77;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;211;26;287.5;42060010;274.8849393;T1266;14.238119834710744;46.80681818181819
116;117;42070010;SAN ANTONIO [42070010];Pluviométrica;Convencional;Activa;15/04/1984; ;185;1.21;-70.71;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;181;26;287.5;42070010;155.23612295;T1267;14.496384297520661;47.00735294117647
117;118;42077010;SAN ANTONIO [42077010];Limnimétrica;Convencional;Activa;15/04/1984; ;185;1.23;-70.73;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;208;26;287.5;42070010;155.23612295;T1267;14.263946280991737;46.82687165775402
118;119;42077030;PITUNA [42077030];Limnimétrica;Convencional;Activa;15/04/1984; ;185;1.3;-70.33;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;189;26;287.5;42070020;160.9430474;T1268;14.427513774104685;46.9538770053476
119;120;42070020;PITUNA [42070020];Pluviométrica;Convencional;Activa;15/04/1984; ;185;1.31;-70.29;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;182;26;287.5;42070020;160.9430474;T1268;14.487775482093666;47.00066844919786
120;121;42070030;VILLAFATIMA [42070030];Pluviométrica;Convencional;Activa;15/04/1984; ;175;0.993722;-69.910694;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;162;26;287.5;42070030;167.7888272;T1269;14.65995179063361;47.13435828877005
121;122;42075010;MITU [42075010];Climática Principal;Convencional;Activa;15/03/1985; ;180;1.26;-70.24;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;171;26;287.5;42070020;160.9430474;T1268;14.582472451790634;47.07419786096257
122;123;42080010;PUERTO TOLIMA [42080010];Pluviométrica;Convencional;Activa;15/04/1984; ;175;1.19825;-69.910861;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Río Querary;178;26;287.5;42080010;183.92210452;T1270;14.522210743801654;47.0274064171123
123;124;42080020;QUERARI [42080020];Pluviométrica;Convencional;Activa;15/04/1984; ;172;1.073944;-69.843944;Vaupes;Mitú;Area Operativa 03 - Meta-Guaviare-Guainía;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Amazonas;Vaupes;Bajo Vaupés;0;26;287.5;42080020;167.841281;T1271;16.054579889807165;48.217245989304814
124;125;51020040;MATAJE [51020040];Pluviométrica;Convencional;Activa;15/08/1983; ;100;1.362167;-78.715917;Nariño;Tumaco;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Mira;Río Mira;11;20;325.45;51020040;207.893603015;T1332;15.959882920110193;48.14371657754011
125;126;51027060;SAN JUAN MIRA - AUT [51027060];Limnigráfica;Automática con Telemetría. Convencional;Activa;15/12/1980; ;2;1.423889;-78.67027799999998;Nariño;Tumaco;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Mira;Río Mira;28;20;325.45;51020040;207.893603015;T1332;15.813533057851242;48.03008021390375
126;127;51030020;COCO EL [51030020];Pluviométrica;Convencional;Activa;15/08/1983; ;20;1.633722;-78.629861;Nariño;Tumaco;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Mira;Río Rosario;9;20;325.45;51030020;187.1103475;T1335;15.977100550964188;48.15708556149733
127;128;51035020;CCCP DL PACIFICO [51035020];Climática Principal;Automática con Telemetría. Convencional;Activa;15/09/1991; ;1;1.819167;-78.73;Nariño;Tumaco;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Mira;Río Rosario;0;20;325.45;51030020;187.110347;T1335;16.054579889807165;48.217245989304814
128;129;51039010;TUMACO - AUT [51039010];Meteorologica Marina;Automática con Telemetría. Convencional;Activa;15/09/1951; ;0;1.819306;-78.730278;Nariño;Tumaco;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Mira;Río Rosario;0;20;325.45;51030020;187.1103475;T1335;16.054579889807165;48.217245989304814
129;130;51020010;JUNIN [51020010];Pluviométrica;Convencional;Activa;15/05/1963; ;950;1.340278;-78.122333;Nariño;Barbacoas;Area Operativa 07 - Nariño-Putumayo;INSTITUTO DE HIDROLOGIA METEOROLOGIA Y ESTUDIOS AMBIENTALES;Pacifico;Mira;Río Mira;1080;21;253.0;51020010;253.7082206;T1331;6.757059228650139;40.99799465240642
